name
"SUMITPOWER"
"ICBAGRANI1"
"KARNAPHULI"
"RAHIMTEXT"
"STANCERAM"
"STANDARINS"
"UNIONBANK"
"UTTARAFIN"
"AL-HAJTEX"
"CNATEX"
"FASFIN"
"UNITEDFIN"
"ZAHINTEX"
"AZIZPIPES"
"JAMUNAOIL"
"PADMALIFE"
"RSRMSTEEL"
"NCCBLMF1"
"RUPALIINS"
"UNILEVERCL"
"AIBL1STIMF"
"CROWNCEMNT"
"DULAMIACOT"
"ENVOYTEX"
"FAREASTFIN"
"PHENIXINS"
"PRAGATIINS"
"AGRANINS"
"ASIAPACINS"
"FARCHEM"
"BERGERPBL"
"EBL"
"CENTRALINS"
"PRIMEFIN"
"1JANATAMF"
"BANKASIA"
"ASIATICLAB"
"QUASEMIND"
"SAFKOSPINN"
"TALLUSPIN"
"FINEFOODS"
"REPUBLIC"
"SANDHANINS"
"EXIM1STMF"
"EBLNRBMF"
"ICBIBANK"
"ATLASBANG"
"BBS"
"BGIC"
"CITYGENINS"
"TECHNODRUG"
"AMCL(PRAN)"
"FIRSTFIN"
"NORTHRNINS"
"ORIONPHARM"
"VAMLRBBF"
"MHSML"
"PREMIERLEA"
"WATACHEM"
"ALIF"
"GENEXIL"
"SHEPHERD"
"AAMRANET"
"ICBAMCL2ND"
"SSSTEEL"
"BEXIMCO"
"GOLDENSON"
"ARAMIT"
"VAMLBDMF1"
"CAPMBDBLMF"
"UNIONINS"
"NORTHERN"
"SEMLIBBLSF"
"SEMLLECMF"
"MEGHNACEM"
"RELIANCE1"
"JHRML"
"USMANIAGL"
"HFL"
"SEMLFBSLGF"
"ICBEPMF1S1"
"MBL1STMF"
"PF1STMF"
"PRIME1ICBA"
"ICB3RDNRB"
"IBBLPBOND"
"TRUSTB1MF"
"DBH1STMF"
"IFILISLMF1"
"BATASHOE"
"MIDASFIN"
"BEXGSUKUK"
"DBLPBOND"
"ISLAMICFIN"
"ISLAMIINS"
"HWAWELLTEX"
"CONTININS"
"HRTEX"
"PURABIGEN"
